scraped_at,platform,city,zone,zone_type,address_id,address,product,restaurant,available,product_price_mxn,delivery_fee_mxn,service_fee_mxn,discount_mxn,eta_min_minutes,eta_max_minutes,final_total_mxn,evidence_url,notes,eta_avg_minutes,fee_total_mxn,is_rappi,rappi_total,rappi_eta,rappi_fees,total_gap_vs_rappi_pct,eta_gap_vs_rappi_min,fee_gap_vs_rappi_pct
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Coyoacan,residencial,MXCDMX-005,"Miguel Angel de Quevedo 687, Coyoacan, CDMX",Agua 1L,Retail benchmark,True,27.97,35.67,2.8,2.24,32.0,42.0,64.2,,reproducible_seed_dataset,37.0,38.47,False,59.99,38.0,30.41,-0.06557632398753895,1.0,-0.20951390694047306
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Big Mac,McDonald's,True,92.12,42.22,9.21,14.74,37.0,52.0,128.81,,reproducible_seed_dataset,44.5,51.43,False,124.63,38.5,41.580000000000005,-0.03245089666951329,-6.0,-0.19152245770950796
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Combo mediano,McDonald's,True,145.64,34.9,14.56,23.3,28.0,38.0,171.8,,reproducible_seed_dataset,33.0,49.46,False,194.86,43.0,52.120000000000005,0.1342258440046566,10.0,0.05378083299636077
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Nuggets 10 piezas,McDonald's,True,107.59,24.98,10.76,8.61,25.0,33.0,134.72,,reproducible_seed_dataset,29.0,35.74,False,150.38,34.0,54.050000000000004,0.11624109263657954,5.0,0.5123111359820929
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Coca-Cola 500ml,Retail benchmark,True,32.09,36.49,3.21,5.13,22.0,37.0,66.66,,reproducible_seed_dataset,29.5,39.7,False,59.72,43.0,26.060000000000002,-0.10411041104110408,13.5,-0.34357682619647356
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Narvarte,residencial,MXCDMX-006,"Av. Universidad 740, Narvarte, CDMX",Agua 1L,Retail benchmark,True,28.97,28.64,2.9,0.0,36.0,51.0,60.51,,reproducible_seed_dataset,43.5,31.54,False,68.08,46.5,41.64,0.1251032887126095,3.0,0.32022828154724164
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Big Mac,McDonald's,True,86.18,35.35,8.62,0.0,38.0,48.0,130.15,,reproducible_seed_dataset,43.0,43.97,False,112.0,35.5,34.47,-0.1394544756050711,-7.5,-0.21605640209233568
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Combo mediano,McDonald's,True,133.53,16.41,13.35,10.68,33.0,48.0,152.61,,reproducible_seed_dataset,40.5,29.759999999999998,False,184.44,36.0,42.160000000000004,0.20857086691566726,-4.5,0.4166666666666669
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Nuggets 10 piezas,McDonald's,True,106.65,17.73,10.67,17.06,40.0,50.0,117.99,,reproducible_seed_dataset,45.0,28.4,False,136.51,24.0,45.74,0.15696245444529194,-21.0,0.6105633802816903
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Coca-Cola 500ml,Retail benchmark,True,31.49,38.04,3.15,5.04,39.0,47.0,67.64,,reproducible_seed_dataset,43.0,41.19,False,50.18,33.5,21.020000000000003,-0.25813128326434065,-9.5,-0.48968196164117495
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Iztapalapa,periferica,MXCDMX-007,"Av. Ermita Iztapalapa 1800, Iztapalapa, CDMX",Agua 1L,Retail benchmark,True,26.64,25.45,2.66,4.26,35.0,43.0,50.49,,reproducible_seed_dataset,39.0,28.11,False,50.59,32.0,26.77,0.0019805902158843616,-7.0,-0.047669868374244036
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Big Mac,McDonald's,True,93.89,43.73,9.39,15.02,21.0,31.0,131.99,,reproducible_seed_dataset,26.0,53.12,False,138.23,36.0,49.62,0.04727630881127343,10.0,-0.06588855421686747
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Combo mediano,McDonald's,True,146.07,33.55,14.61,23.37,31.0,39.0,170.86,,reproducible_seed_dataset,35.0,48.16,False,196.88,41.5,47.24,0.15228842327051376,6.5,-0.01910299003322248
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Nuggets 10 piezas,McDonald's,True,110.03,27.1,11.0,8.8,17.0,27.0,139.33,,reproducible_seed_dataset,22.0,38.1,False,136.95,40.0,37.36,-0.017081748367185987,18.0,-0.019422572178477742
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Coca-Cola 500ml,Retail benchmark,True,34.51,32.52,3.45,5.52,39.0,54.0,64.96,,reproducible_seed_dataset,46.5,35.970000000000006,False,70.23,34.0,39.919999999999995,0.08112684729064056,-12.5,0.10981373366694434
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Lindavista,residencial,MXCDMX-008,"Av. Montevideo 303, Lindavista, CDMX",Agua 1L,Retail benchmark,True,27.45,24.94,2.75,2.2,27.0,37.0,52.94,,reproducible_seed_dataset,32.0,27.69,False,59.77,25.0,31.62,0.12901397808840206,-7.0,0.14192849404117008
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Big Mac,McDonald's,True,88.01,39.89,8.8,7.04,22.0,34.0,129.66,,reproducible_seed_dataset,28.0,48.69,False,108.71,28.0,27.060000000000002,-0.1615764306648157,0.0,-0.4442390634627233
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Combo mediano,McDonald's,True,145.01,28.86,14.5,11.6,30.0,38.0,176.77,,reproducible_seed_dataset,34.0,43.36,False,177.86,32.0,49.650000000000006,0.006166204672738606,-2.0,0.14506457564575662
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Nuggets 10 piezas,McDonald's,True,106.86,31.57,10.69,0.0,21.0,29.0,149.12,,reproducible_seed_dataset,25.0,42.26,False,152.17,43.0,51.989999999999995,0.020453326180257397,18.0,0.23024136299100798
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Coca-Cola 500ml,Retail benchmark,True,31.18,22.8,3.12,0.0,38.0,48.0,57.1,,reproducible_seed_dataset,43.0,25.92,False,70.86,36.0,40.43,0.24098073555166372,-7.0,0.5597993827160492
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Tlalpan,periferica,MXCDMX-009,"Calz. de Tlalpan 4500, Tlalpan, CDMX",Agua 1L,Retail benchmark,True,27.23,39.76,2.72,0.0,44.0,59.0,69.71,,reproducible_seed_dataset,51.5,42.48,False,72.54,27.0,45.18,0.040596757997418055,-24.5,0.06355932203389837
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Big Mac,McDonald's,True,97.22,39.86,9.72,0.0,37.0,49.0,146.8,,reproducible_seed_dataset,43.0,49.58,False,149.66,46.5,59.56,0.019482288828337774,3.5,0.20129084308188794
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Combo mediano,McDonald's,True,162.35,27.83,16.23,25.98,23.0,31.0,180.43,,reproducible_seed_dataset,27.0,44.06,False,214.99,41.0,54.010000000000005,0.1915424264257607,14.0,0.225828415796641
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Nuggets 10 piezas,McDonald's,True,115.55,35.15,11.55,18.49,28.0,38.0,143.76,,reproducible_seed_dataset,33.0,46.7,False,149.07,33.0,32.879999999999995,0.036936560934891505,0.0,-0.2959314775160601
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Coca-Cola 500ml,Retail benchmark,True,34.56,27.61,3.46,5.53,25.0,37.0,60.1,,reproducible_seed_dataset,31.0,31.07,False,85.89,36.0,54.76,0.4291181364392679,5.0,0.7624718377856452
2026-05-04T21:50:03.401267+00:00,Uber Eats,Ciudad de Mexico,Centro Historico,turistica,MXCDMX-010,"5 de Mayo 49, Centro Historico, CDMX",Agua 1L,Retail benchmark,True,31.73,24.84,3.17,2.54,22.0,37.0,57.2,,reproducible_seed_dataset,29.5,28.009999999999998,False,67.01,38.5,38.849999999999994,0.17150349650349653,9.0,0.38700464119957145
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Big Mac,McDonald's,True,101.5,40.53,10.15,8.12,38.0,48.0,144.06,,reproducible_seed_dataset,43.0,50.68,False,158.98,42.0,62.14,0.10356795779536296,-1.0,0.22612470402525653
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Combo mediano,McDonald's,True,169.59,33.47,16.96,27.13,17.0,32.0,192.89,,reproducible_seed_dataset,24.5,50.43,False,211.12,45.0,59.39,0.09450982425216455,20.5,0.17767202062264528
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Nuggets 10 piezas,McDonald's,True,127.98,23.94,12.8,10.24,39.0,51.0,154.48,,reproducible_seed_dataset,45.0,36.74,False,172.64,34.0,54.24,0.11755567063697564,-11.0,0.4763200870985302
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Coca-Cola 500ml,Retail benchmark,True,36.65,26.85,3.67,2.93,21.0,36.0,64.24,,reproducible_seed_dataset,28.5,30.520000000000003,False,86.27,33.5,53.43,0.34293275217932756,5.0,0.7506553079947573
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Providencia,premium,MXGDL-001,"Av. Americas 1254, Providencia, Guadalajara",Agua 1L,Retail benchmark,True,31.05,31.0,3.11,2.48,30.0,42.0,62.68,,reproducible_seed_dataset,36.0,34.11,False,76.62,26.0,44.85,0.22239948947032553,-10.0,0.31486367634124895
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Big Mac,McDonald's,True,94.61,43.44,9.46,0.0,32.0,47.0,147.51,,reproducible_seed_dataset,39.5,52.9,False,126.14,36.0,43.85,-0.14487153413327905,-3.5,-0.17107750472589786
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Combo mediano,McDonald's,False,,,,,,,,,reproducible_seed_dataset,,,False,193.37,47.0,57.589999999999996,,,
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Nuggets 10 piezas,McDonald's,True,111.89,36.69,11.19,17.9,26.0,36.0,141.87,,reproducible_seed_dataset,31.0,47.879999999999995,False,140.17,26.0,31.840000000000003,-0.011982801155987996,-5.0,-0.33500417710944014
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Coca-Cola 500ml,Retail benchmark,False,,,,,,,,,reproducible_seed_dataset,,,False,83.57,33.5,53.83,,,
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Chapalita,residencial,MXGDL-002,"Av. Guadalupe 1450, Chapalita, Guadalajara",Agua 1L,Retail benchmark,True,28.48,43.69,2.85,4.56,39.0,54.0,70.46,,reproducible_seed_dataset,46.5,46.54,False,,,,,,
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Big Mac,McDonald's,True,93.15,34.67,9.32,7.45,28.0,36.0,129.69,,reproducible_seed_dataset,32.0,43.99,False,135.8,27.0,54.91,0.047112344822268594,-5.0,0.24823823596271866
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Combo mediano,McDonald's,True,160.09,36.57,16.01,12.81,27.0,35.0,199.86,,reproducible_seed_dataset,31.0,52.58,False,189.79,23.0,57.62,-0.05038526968878225,-8.0,0.09585393685812095
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Nuggets 10 piezas,McDonald's,True,115.42,29.09,11.54,18.47,19.0,34.0,137.58,,reproducible_seed_dataset,26.5,40.629999999999995,False,169.62,37.0,55.78,0.23288268643698204,10.5,0.37287718434654216
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Coca-Cola 500ml,Retail benchmark,True,32.55,35.1,3.25,0.0,20.0,32.0,70.9,,reproducible_seed_dataset,26.0,38.35,False,78.5,30.0,48.96,0.10719322990126931,4.0,0.2766623207301173
2026-05-04T21:50:03.401267+00:00,Uber Eats,Guadalajara,Centro,alta demanda,MXGDL-003,"Av. Juarez 211, Centro, Guadalajara",Agua 1L,Retail benchmark,True,30.0,25.99,3.0,4.8,31.0,39.0,54.19,,reproducible_seed_dataset,35.0,28.99,False,64.36,42.5,36.31,0.18767300239896664,7.5,0.25250086236633335
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Big Mac,McDonald's,True,101.18,24.68,10.12,0.0,30.0,45.0,135.98,,reproducible_seed_dataset,37.5,34.8,False,163.45,42.0,64.27,0.2020150022062068,4.5,0.8468390804597702
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Combo mediano,McDonald's,True,171.3,49.64,17.13,0.0,34.0,44.0,238.07,,reproducible_seed_dataset,39.0,66.77,False,196.86,35.0,47.78,-0.17310034863695545,-4.0,-0.2844091657930208
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Nuggets 10 piezas,McDonald's,True,125.19,23.92,12.52,10.02,33.0,41.0,151.61,,reproducible_seed_dataset,37.0,36.44,False,143.23,32.0,35.29,-0.0552733988523186,-5.0,-0.03155872667398459
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Coca-Cola 500ml,Retail benchmark,True,35.66,42.78,3.57,0.0,32.0,44.0,82.01,,reproducible_seed_dataset,38.0,46.35,False,88.99,36.0,55.419999999999995,0.08511157175954139,-2.0,0.19568500539374312
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,San Pedro,premium,MXMTY-001,"Calzada del Valle 400, San Pedro Garza Garcia",Agua 1L,Retail benchmark,True,32.06,38.12,3.21,2.56,23.0,31.0,70.83,,reproducible_seed_dataset,27.0,41.33,False,81.68,28.0,49.51,0.153183679231964,1.0,0.1979191870312122
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Tecnologico,universitaria,MXMTY-002,"Av. Eugenio Garza Sada 2501, Monterrey",Big Mac,McDonald's,True,84.94,21.58,8.49,13.59,20.0,28.0,101.42,,reproducible_seed_dataset,24.0,30.07,False,121.71,39.0,43.46,0.200059159929008,15.0,0.4452943132690389
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Tecnologico,universitaria,MXMTY-002,"Av. Eugenio Garza Sada 2501, Monterrey",Combo mediano,McDonald's,True,147.28,29.62,14.73,23.56,34.0,49.0,168.07,,reproducible_seed_dataset,41.5,44.35,False,160.0,35.0,39.47,-0.048015707740822235,-6.5,-0.11003382187147694
2026-05-04T21:50:03.401267+00:00,Uber Eats,Monterrey,Tecnologico,universitaria,MXMTY-002,"Av. Eugenio Garza Sada 2501, Monterrey",Nuggets 10 piezas,McDonald's,True,111.88,33.65,11.19,17.9,24.0,36.0,138.82,,reproducible_seed_dataset,30.0,44.839999999999996,False,133.33,31.0,34.97,-0.039547615617346064,1.0,-0.2201159678858162
